Period,Value,Measure Type,Unit
day/2017-08-09,762054.969,actual-eligible-demand,mwh
day/2017-08-10,742651.253,actual-eligible-demand,mwh
day/2017-08-11,743035.372,actual-eligible-demand,mwh
day/2017-08-12,667956.28,actual-eligible-demand,mwh
day/2017-08-13,641220.177,actual-eligible-demand,mwh
day/2017-08-14,751041.728,actual-eligible-demand,mwh
day/2017-08-15,752058.671,actual-eligible-demand,mwh
day/2017-08-16,758909.562,actual-eligible-demand,mwh
day/2017-08-17,767706.577,actual-eligible-demand,mwh
day/2017-08-18,747837.888,actual-eligible-demand,mwh
day/2017-08-19,674280.152,actual-eligible-demand,mwh
day/2017-08-20,656026.997,actual-eligible-demand,mwh
day/2017-08-21,759926.455,actual-eligible-demand,mwh
day/2017-08-22,776877.826,actual-eligible-demand,mwh
day/2017-08-23,774194.173,actual-eligible-demand,mwh
day/2017-08-24,761475.235,actual-eligible-demand,mwh
day/2017-08-25,746212.607,actual-eligible-demand,mwh
day/2017-08-26,670856.128,actual-eligible-demand,mwh
day/2017-08-27,644571.199,actual-eligible-demand,mwh
day/2017-08-28,681668.561,actual-eligible-demand,mwh
day/2017-08-29,767733.79,actual-eligible-demand,mwh
day/2017-08-30,770449.385,actual-eligible-demand,mwh
day/2017-08-31,764478.499,actual-eligible-demand,mwh
day/2017-09-01,746490.264,actual-eligible-demand,mwh
day/2017-09-02,672174.61,actual-eligible-demand,mwh
day/2017-09-03,681133.395,actual-eligible-demand,mwh
day/2017-09-04,782919.293,actual-eligible-demand,mwh
day/2017-09-05,795943.896,actual-eligible-demand,mwh
day/2017-09-06,781709.276,actual-eligible-demand,mwh
day/2017-09-07,787673.995,actual-eligible-demand,mwh
day/2017-09-08,776900.13,actual-eligible-demand,mwh
day/2017-09-09,694326.164,actual-eligible-demand,mwh
day/2017-09-10,697532.848,actual-eligible-demand,mwh
day/2017-09-11,785506.481,actual-eligible-demand,mwh
day/2017-09-12,791371.701,actual-eligible-demand,mwh
day/2017-09-13,794566.596,actual-eligible-demand,mwh
day/2017-09-14,798998.528,actual-eligible-demand,mwh
day/2017-09-15,783656.289,actual-eligible-demand,mwh
day/2017-09-16,711714.581,actual-eligible-demand,mwh
day/2017-09-17,698229.304,actual-eligible-demand,mwh
day/2017-09-18,797699.686,actual-eligible-demand,mwh
day/2017-09-19,795167.432,actual-eligible-demand,mwh
day/2017-09-20,807045.754,actual-eligible-demand,mwh
day/2017-09-21,806688.522,actual-eligible-demand,mwh
day/2017-09-22,788057.135,actual-eligible-demand,mwh
day/2017-09-23,710110.605,actual-eligible-demand,mwh
day/2017-09-24,696896.557,actual-eligible-demand,mwh
day/2017-09-25,802842.716,actual-eligible-demand,mwh
day/2017-09-26,801811.786,actual-eligible-demand,mwh
day/2017-09-27,810363.478,actual-eligible-demand,mwh
day/2017-09-28,795556.976,actual-eligible-demand,mwh
day/2017-09-29,792299.154,actual-eligible-demand,mwh
day/2017-09-30,719387.374,actual-eligible-demand,mwh
day/2017-10-01,730126.05,actual-eligible-demand,mwh
day/2017-10-02,814089.003,actual-eligible-demand,mwh
day/2017-10-03,824853.025,actual-eligible-demand,mwh
day/2017-10-04,843849.835,actual-eligible-demand,mwh
day/2017-10-05,826305.287,actual-eligible-demand,mwh
day/2017-10-06,813080.616,actual-eligible-demand,mwh
day/2017-10-07,749395.825,actual-eligible-demand,mwh
day/2017-10-08,722735.985,actual-eligible-demand,mwh
day/2017-10-09,821070.382,actual-eligible-demand,mwh
day/2017-10-10,833692.661,actual-eligible-demand,mwh
day/2017-10-11,845696.816,actual-eligible-demand,mwh
day/2017-10-12,833615.714,actual-eligible-demand,mwh
day/2017-10-13,829680.437,actual-eligible-demand,mwh
day/2017-10-14,739096.603,actual-eligible-demand,mwh
day/2017-10-15,720617.493,actual-eligible-demand,mwh
day/2017-10-16,823827.025,actual-eligible-demand,mwh
day/2017-10-17,831586.598,actual-eligible-demand,mwh
day/2017-10-18,848162.388,actual-eligible-demand,mwh
day/2017-10-19,855762.726,actual-eligible-demand,mwh
day/2017-10-20,831270.426,actual-eligible-demand,mwh
day/2017-10-21,760812.6,actual-eligible-demand,mwh
day/2017-10-22,751075.525,actual-eligible-demand,mwh
day/2017-10-23,846381.01,actual-eligible-demand,mwh
day/2017-10-24,851073.769,actual-eligible-demand,mwh
day/2017-10-25,832913.539,actual-eligible-demand,mwh
day/2017-10-26,845571.681,actual-eligible-demand,mwh
day/2017-10-27,827281.114,actual-eligible-demand,mwh
day/2017-10-28,777558.608,actual-eligible-demand,mwh
day/2017-10-29,778717.931,actual-eligible-demand,mwh
day/2017-10-30,879566.42,actual-eligible-demand,mwh
day/2017-10-31,886504.199,actual-eligible-demand,mwh
day/2017-11-01,881045.849,actual-eligible-demand,mwh
day/2017-11-02,888616.217,actual-eligible-demand,mwh
day/2017-11-03,874004.508,actual-eligible-demand,mwh
day/2017-11-04,792748.323,actual-eligible-demand,mwh
day/2017-11-05,792921.477,actual-eligible-demand,mwh
day/2017-11-06,915363.872,actual-eligible-demand,mwh
day/2017-11-07,918487.87,actual-eligible-demand,mwh
day/2017-11-08,924367.612,actual-eligible-demand,mwh
day/2017-11-09,919129.352,actual-eligible-demand,mwh
day/2017-11-10,894814.48,actual-eligible-demand,mwh
day/2017-11-11,821561.461,actual-eligible-demand,mwh
day/2017-11-12,813503.034,actual-eligible-demand,mwh
day/2017-11-13,945466.775,actual-eligible-demand,mwh
day/2017-11-14,928867.012,actual-eligible-demand,mwh
day/2017-11-15,909316.296,actual-eligible-demand,mwh
day/2017-11-16,902094.171,actual-eligible-demand,mwh
day/2017-11-17,917879.065,actual-eligible-demand,mwh
day/2017-11-18,841903.391,actual-eligible-demand,mwh
day/2017-11-19,826256.689,actual-eligible-demand,mwh
day/2017-11-20,923575.472,actual-eligible-demand,mwh
day/2017-11-21,910169.06,actual-eligible-demand,mwh
day/2017-11-22,902142.378,actual-eligible-demand,mwh
day/2017-11-23,904412.399,actual-eligible-demand,mwh
day/2017-11-24,918877.77,actual-eligible-demand,mwh
day/2017-11-25,868860.285,actual-eligible-demand,mwh
day/2017-11-26,857916.709,actual-eligible-demand,mwh
day/2017-11-27,953287.755,actual-eligible-demand,mwh
day/2017-11-28,967806.17,actual-eligible-demand,mwh
day/2017-11-29,989496.915,actual-eligible-demand,mwh
day/2017-11-30,1012481.41,actual-eligible-demand,mwh
day/2017-12-01,989841.082,actual-eligible-demand,mwh
day/2017-12-02,891232.291,actual-eligible-demand,mwh
day/2017-12-03,850312.264,actual-eligible-demand,mwh
day/2017-12-04,953452.548,actual-eligible-demand,mwh
day/2017-12-05,959968.269,actual-eligible-demand,mwh
day/2017-12-06,951108.146,actual-eligible-demand,mwh
day/2017-12-07,946674.44,actual-eligible-demand,mwh
day/2017-12-08,979494.903,actual-eligible-demand,mwh
day/2017-12-09,919590.851,actual-eligible-demand,mwh
day/2017-12-10,913947.183,actual-eligible-demand,mwh
day/2017-12-11,1031713.185,actual-eligible-demand,mwh
day/2017-12-12,1047267.761,actual-eligible-demand,mwh
day/2017-12-13,1014873.715,actual-eligible-demand,mwh
day/2017-12-14,1014342.654,actual-eligible-demand,mwh
day/2017-12-15,989971.541,actual-eligible-demand,mwh
day/2017-12-16,916448.582,actual-eligible-demand,mwh
day/2017-12-17,897378.397,actual-eligible-demand,mwh
day/2017-12-18,979218.657,actual-eligible-demand,mwh
day/2017-12-19,985107.34,actual-eligible-demand,mwh
day/2017-12-20,947357.223,actual-eligible-demand,mwh
day/2017-12-21,917734.887,actual-eligible-demand,mwh
day/2017-12-22,865519.126,actual-eligible-demand,mwh
day/2017-12-23,794164.98,actual-eligible-demand,mwh
day/2017-12-24,766193.012,actual-eligible-demand,mwh
day/2017-12-25,724247.105,actual-eligible-demand,mwh
day/2017-12-26,738598.265,actual-eligible-demand,mwh
day/2017-12-27,850081.643,actual-eligible-demand,mwh
day/2017-12-28,865106.351,actual-eligible-demand,mwh
day/2017-12-29,865104.536,actual-eligible-demand,mwh
day/2017-12-30,808004.639,actual-eligible-demand,mwh
day/2017-12-31,771900.424,actual-eligible-demand,mwh
day/2018-01-01,793518.615,actual-eligible-demand,mwh
day/2018-01-02,931129.899,actual-eligible-demand,mwh
day/2018-01-03,951952.128,actual-eligible-demand,mwh
day/2018-01-04,952636.155,actual-eligible-demand,mwh
day/2018-01-05,946330.602,actual-eligible-demand,mwh
day/2018-01-06,891211.159,actual-eligible-demand,mwh
day/2018-01-07,886511.719,actual-eligible-demand,mwh
day/2018-01-08,1020496.052,actual-eligible-demand,mwh
day/2018-01-09,1012814.152,actual-eligible-demand,mwh
day/2018-01-10,969801.646,actual-eligible-demand,mwh
day/2018-01-11,978766.375,actual-eligible-demand,mwh
day/2018-01-12,963338.486,actual-eligible-demand,mwh
day/2018-01-13,885167.083,actual-eligible-demand,mwh
day/2018-01-14,872246.294,actual-eligible-demand,mwh
day/2018-01-15,969010.125,actual-eligible-demand,mwh
day/2018-01-16,993982.343,actual-eligible-demand,mwh
day/2018-01-17,1007679.982,actual-eligible-demand,mwh
day/2018-01-18,984920.999,actual-eligible-demand,mwh
day/2018-01-19,985137.024,actual-eligible-demand,mwh
day/2018-01-20,910899.502,actual-eligible-demand,mwh
day/2018-01-21,910856.113,actual-eligible-demand,mwh
day/2018-01-22,963717.404,actual-eligible-demand,mwh
day/2018-01-23,958479.933,actual-eligible-demand,mwh
day/2018-01-24,959466.093,actual-eligible-demand,mwh
day/2018-01-25,952760.876,actual-eligible-demand,mwh
day/2018-01-26,947364.962,actual-eligible-demand,mwh
day/2018-01-27,877638.132,actual-eligible-demand,mwh
day/2018-01-28,831664.715,actual-eligible-demand,mwh
day/2018-01-29,931641.136,actual-eligible-demand,mwh
day/2018-01-30,959591.341,actual-eligible-demand,mwh
day/2018-01-31,968508.744,actual-eligible-demand,mwh
day/2018-02-01,977674.679,actual-eligible-demand,mwh
day/2018-02-02,956555.985,actual-eligible-demand,mwh
day/2018-02-03,887064.308,actual-eligible-demand,mwh
day/2018-02-04,870027.775,actual-eligible-demand,mwh
day/2018-02-05,994057.698,actual-eligible-demand,mwh
day/2018-02-06,1011466.808,actual-eligible-demand,mwh
day/2018-02-07,1007848.036,actual-eligible-demand,mwh
day/2018-02-08,998766.397,actual-eligible-demand,mwh
day/2018-02-09,971845.425,actual-eligible-demand,mwh
day/2018-02-10,902728.631,actual-eligible-demand,mwh
day/2018-02-11,865373.81,actual-eligible-demand,mwh
day/2018-02-12,977872.184,actual-eligible-demand,mwh
day/2018-02-13,1000624.118,actual-eligible-demand,mwh
day/2018-02-14,1013254.663,actual-eligible-demand,mwh
day/2018-02-15,957629.597,actual-eligible-demand,mwh
day/2018-02-16,942092.583,actual-eligible-demand,mwh
day/2018-02-17,851206.002,actual-eligible-demand,mwh
day/2018-02-18,835561.064,actual-eligible-demand,mwh
day/2018-02-19,931828.94,actual-eligible-demand,mwh
day/2018-02-20,925501.526,actual-eligible-demand,mwh
day/2018-02-21,941955.854,actual-eligible-demand,mwh
day/2018-02-22,961741.247,actual-eligible-demand,mwh
day/2018-02-23,972305.821,actual-eligible-demand,mwh
day/2018-02-24,882971.096,actual-eligible-demand,mwh
day/2018-02-25,869162.886,actual-eligible-demand,mwh
day/2018-02-26,1016213.635,actual-eligible-demand,mwh
day/2018-02-27,1040132.966,actual-eligible-demand,mwh
day/2018-02-28,1066545.57,actual-eligible-demand,mwh
day/2018-03-01,1104531.22,actual-eligible-demand,mwh
day/2018-03-02,1073939.625,actual-eligible-demand,mwh
day/2018-03-03,961530.941,actual-eligible-demand,mwh
day/2018-03-04,901854.876,actual-eligible-demand,mwh
day/2018-03-05,967917.537,actual-eligible-demand,mwh
day/2018-03-06,956383.019,actual-eligible-demand,mwh
day/2018-03-07,943785.344,actual-eligible-demand,mwh
day/2018-03-08,945901.392,actual-eligible-demand,mwh
day/2018-03-09,931032.062,actual-eligible-demand,mwh
day/2018-03-10,832526.481,actual-eligible-demand,mwh
day/2018-03-11,796365.51,actual-eligible-demand,mwh
day/2018-03-12,921562.568,actual-eligible-demand,mwh
day/2018-03-13,912454.866,actual-eligible-demand,mwh
day/2018-03-14,915538.999,actual-eligible-demand,mwh
day/2018-03-15,915377.717,actual-eligible-demand,mwh
day/2018-03-16,891423.407,actual-eligible-demand,mwh
day/2018-03-17,895256.47,actual-eligible-demand,mwh
day/2018-03-18,923217.765,actual-eligible-demand,mwh
day/2018-03-19,996960.116,actual-eligible-demand,mwh
day/2018-03-20,966620.822,actual-eligible-demand,mwh
day/2018-03-21,939297.568,actual-eligible-demand,mwh
day/2018-03-22,917558.61,actual-eligible-demand,mwh
day/2018-03-23,879100.277,actual-eligible-demand,mwh
day/2018-03-24,807448.04,actual-eligible-demand,mwh
day/2018-03-25,734259.141,actual-eligible-demand,mwh
day/2018-03-26,856160.261,actual-eligible-demand,mwh
day/2018-03-27,883911.04,actual-eligible-demand,mwh
day/2018-03-28,892769.075,actual-eligible-demand,mwh
day/2018-03-29,893365.905,actual-eligible-demand,mwh
day/2018-03-30,827347.724,actual-eligible-demand,mwh
day/2018-03-31,807291.852,actual-eligible-demand,mwh
day/2018-04-01,775481.901,actual-eligible-demand,mwh
day/2018-04-02,819685.7,actual-eligible-demand,mwh
day/2018-04-03,860123.698,actual-eligible-demand,mwh
day/2018-04-04,875695.083,actual-eligible-demand,mwh
day/2018-04-05,849779.473,actual-eligible-demand,mwh
day/2018-04-06,836492.05,actual-eligible-demand,mwh
day/2018-04-07,762320.476,actual-eligible-demand,mwh
day/2018-04-08,742676.078,actual-eligible-demand,mwh
day/2018-04-09,845248.982,actual-eligible-demand,mwh
day/2018-04-10,870234.97,actual-eligible-demand,mwh
day/2018-04-11,873000.906,actual-eligible-demand,mwh
day/2018-04-12,881106.394,actual-eligible-demand,mwh
day/2018-04-13,861779.923,actual-eligible-demand,mwh
day/2018-04-14,733904.518,actual-eligible-demand,mwh
day/2018-04-15,730648.477,actual-eligible-demand,mwh
day/2018-04-16,809018.421,actual-eligible-demand,mwh
day/2018-04-17,826708.619,actual-eligible-demand,mwh
day/2018-04-18,787651.601,actual-eligible-demand,mwh
day/2018-04-19,765579.859,actual-eligible-demand,mwh
day/2018-04-20,743189.21,actual-eligible-demand,mwh
day/2018-04-21,669011.025,actual-eligible-demand,mwh
day/2018-04-22,663649.226,actual-eligible-demand,mwh
day/2018-04-23,767240.253,actual-eligible-demand,mwh
day/2018-04-24,799134.679,actual-eligible-demand,mwh
day/2018-04-25,789121.04,actual-eligible-demand,mwh
day/2018-04-26,793054.906,actual-eligible-demand,mwh
day/2018-04-27,811082.67,actual-eligible-demand,mwh
day/2018-04-28,742298.857,actual-eligible-demand,mwh
day/2018-04-29,741045.777,actual-eligible-demand,mwh
day/2018-04-30,844272.69,actual-eligible-demand,mwh
day/2018-05-01,821005.549,actual-eligible-demand,mwh
day/2018-05-02,827556.75,actual-eligible-demand,mwh
day/2018-05-03,800431.798,actual-eligible-demand,mwh
day/2018-05-04,763790.776,actual-eligible-demand,mwh
day/2018-05-05,662414.964,actual-eligible-demand,mwh
day/2018-05-06,624764.457,actual-eligible-demand,mwh
day/2018-05-07,651280.261,actual-eligible-demand,mwh
day/2018-05-08,740427.722,actual-eligible-demand,mwh
day/2018-05-09,748957.159,actual-eligible-demand,mwh
day/2018-05-10,742602.66,actual-eligible-demand,mwh
day/2018-05-11,746427.701,actual-eligible-demand,mwh
day/2018-05-12,674980.703,actual-eligible-demand,mwh
day/2018-05-13,647199.666,actual-eligible-demand,mwh
day/2018-05-14,727166.767,actual-eligible-demand,mwh
day/2018-05-15,735902.741,actual-eligible-demand,mwh
day/2018-05-16,751648.695,actual-eligible-demand,mwh
day/2018-05-17,739116.02,actual-eligible-demand,mwh
day/2018-05-18,723401.752,actual-eligible-demand,mwh
day/2018-05-19,643328.057,actual-eligible-demand,mwh
day/2018-05-20,627182.698,actual-eligible-demand,mwh
day/2018-05-21,723443.525,actual-eligible-demand,mwh
day/2018-05-22,730582.004,actual-eligible-demand,mwh
day/2018-05-23,733479.167,actual-eligible-demand,mwh
day/2018-05-24,742946.26,actual-eligible-demand,mwh
day/2018-05-25,739904.557,actual-eligible-demand,mwh
day/2018-05-26,648919.128,actual-eligible-demand,mwh
day/2018-05-27,623960.161,actual-eligible-demand,mwh
day/2018-05-28,642631.733,actual-eligible-demand,mwh
day/2018-05-29,726738.366,actual-eligible-demand,mwh
day/2018-05-30,742605.98,actual-eligible-demand,mwh
day/2018-05-31,734447.254,actual-eligible-demand,mwh
day/2018-06-01,719885.865,actual-eligible-demand,mwh
day/2018-06-02,650703.029,actual-eligible-demand,mwh
day/2018-06-03,627505.029,actual-eligible-demand,mwh
day/2018-06-04,731089.267,actual-eligible-demand,mwh
day/2018-06-05,729395.243,actual-eligible-demand,mwh
day/2018-06-06,720895.037,actual-eligible-demand,mwh
day/2018-06-07,729090.059,actual-eligible-demand,mwh
day/2018-06-08,720674.179,actual-eligible-demand,mwh
day/2018-06-09,641735.57,actual-eligible-demand,mwh
day/2018-06-10,624540.414,actual-eligible-demand,mwh
day/2018-06-11,716919.679,actual-eligible-demand,mwh
day/2018-06-12,729822.101,actual-eligible-demand,mwh
day/2018-06-13,727430.29,actual-eligible-demand,mwh
day/2018-06-14,730240.323,actual-eligible-demand,mwh
day/2018-06-15,709202.772,actual-eligible-demand,mwh
day/2018-06-16,644314.164,actual-eligible-demand,mwh
day/2018-06-17,632070.161,actual-eligible-demand,mwh
day/2018-06-18,707461.556,actual-eligible-demand,mwh
day/2018-06-19,737931.575,actual-eligible-demand,mwh
day/2018-06-20,738378.473,actual-eligible-demand,mwh
day/2018-06-21,705425.374,actual-eligible-demand,mwh
day/2018-06-22,695458.556,actual-eligible-demand,mwh
day/2018-06-23,627442.317,actual-eligible-demand,mwh
day/2018-06-24,600315.714,actual-eligible-demand,mwh
day/2018-06-25,717756.431,actual-eligible-demand,mwh
day/2018-06-26,729868.567,actual-eligible-demand,mwh
day/2018-06-27,725803.934,actual-eligible-demand,mwh
day/2018-06-28,726022.228,actual-eligible-demand,mwh
day/2018-06-29,709020.831,actual-eligible-demand,mwh
day/2018-06-30,631080.997,actual-eligible-demand,mwh
day/2018-07-01,627213.448,actual-eligible-demand,mwh
day/2018-07-02,726108.009,actual-eligible-demand,mwh
day/2018-07-03,727082.257,actual-eligible-demand,mwh
day/2018-07-04,729646.28,actual-eligible-demand,mwh
day/2018-07-05,740787.655,actual-eligible-demand,mwh
day/2018-07-06,730198.206,actual-eligible-demand,mwh
day/2018-07-07,653839.77,actual-eligible-demand,mwh
day/2018-07-08,636205.427,actual-eligible-demand,mwh
day/2018-07-09,742493.793,actual-eligible-demand,mwh
day/2018-07-10,730679.673,actual-eligible-demand,mwh
day/2018-07-11,727575.48,actual-eligible-demand,mwh
day/2018-07-12,733386.959,actual-eligible-demand,mwh
day/2018-07-13,724205.72,actual-eligible-demand,mwh
day/2018-07-14,644629.929,actual-eligible-demand,mwh
day/2018-07-15,629917.499,actual-eligible-demand,mwh
day/2018-07-16,738284.685,actual-eligible-demand,mwh
day/2018-07-17,732445.256,actual-eligible-demand,mwh
day/2018-07-18,731985.689,actual-eligible-demand,mwh
day/2018-07-19,731196.499,actual-eligible-demand,mwh
day/2018-07-20,722217.05,actual-eligible-demand,mwh
day/2018-07-21,646535.144,actual-eligible-demand,mwh
day/2018-07-22,630642.063,actual-eligible-demand,mwh
day/2018-07-23,742856.79,actual-eligible-demand,mwh
day/2018-07-24,745828.092,actual-eligible-demand,mwh
day/2018-07-25,734507.124,actual-eligible-demand,mwh
day/2018-07-26,749052.271,actual-eligible-demand,mwh
day/2018-07-27,740605.952,actual-eligible-demand,mwh
day/2018-07-28,642639.586,actual-eligible-demand,mwh
day/2018-07-29,639235.668,actual-eligible-demand,mwh
